"","X","RespondentID","Year","Age","Region","Educ.Level","Educ.Years","Educ.Attained","Marital","Husb.Educ.Level","Husb.Educ.Years","Husb.Employment","Employment","Husb.Educ.Attained","Husb.Age","Emotional.IPV","Less.Physic.IPV","More.Physic.IPV","Sexual.IPV","Husb.Employment.Bin","Employment.Bin","LPG","Physical.IPV","ANY.IPV","Counts.IPV","Male","Female"
"207",9458,9962,2017,30,15,2,11,4,1,1,3,7115,0,1,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"208",9459,9964,2017,26,15,2,11,4,1,2,10,6112,9213,3,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"209",9460,9965,2017,36,15,2,11,4,1,1,6,9312,0,2,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"210",9461,9966,2017,31,15,0,NA,0,1,0,NA,6111,0,0,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"211",9462,9967,2017,28,15,2,11,4,1,2,11,6112,0,3,51,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"212",9463,9968,2017,23,15,2,11,4,1,1,7,9312,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"213",9464,9969,2017,29,15,1,3,1,1,0,NA,6112,0,0,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"214",9465,9970,2017,41,15,1,1,1,1,1,5,6112,0,1,48,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"215",9466,9971,2017,26,15,3,15,5,1,3,13,8322,0,5,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"216",9467,9972,2017,40,15,1,4,1,1,0,NA,6111,0,0,55,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"217",9468,9973,2017,22,15,1,7,2,1,1,3,6116,9213,1,23,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"218",9469,9974,2017,30,15,1,4,1,1,1,2,6112,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"219",9470,9975,2017,30,15,1,5,1,1,1,5,6112,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"220",9472,9977,2017,29,15,1,3,1,1,1,1,6111,6111,1,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"221",9473,9978,2017,30,15,1,6,1,1,0,NA,6111,0,0,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"222",9474,9979,2017,29,15,2,10,3,1,1,7,6111,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"223",9475,9980,2017,29,15,1,3,1,1,0,NA,6111,0,0,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"224",9476,9981,2017,34,15,1,4,1,1,1,1,6112,9214,1,46,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"225",9477,9982,2017,37,15,0,NA,0,1,0,NA,6112,9213,0,56,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"226",9478,9983,2017,30,15,1,4,1,1,1,1,6111,9211,1,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"227",9479,9984,2017,20,15,1,4,1,1,1,5,6112,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"228",9480,9985,2017,31,15,2,11,4,1,1,4,2330,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"229",9482,9987,2017,35,15,0,NA,0,1,1,2,6112,9213,1,46,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"230",9483,9988,2017,38,15,1,3,1,1,1,1,6112,9213,1,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"231",9484,9989,2017,20,15,1,3,1,1,1,7,6112,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"232",9485,9991,2017,29,15,1,7,2,1,1,7,9213,9213,1,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"233",9488,9994,2017,29,15,3,15,5,1,2,10,6111,2341,3,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"234",9489,9995,2017,24,15,1,2,1,1,1,5,6212,0,1,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"235",9490,9996,2017,32,15,1,2,1,1,1,4,6112,0,1,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"236",9491,9997,2017,24,15,1,7,2,1,1,2,8331,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"237",9492,9998,2017,30,15,2,11,4,1,1,7,8321,0,1,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"238",9493,9999,2017,28,15,2,11,4,1,2,11,1420,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"239",9494,10000,2017,30,15,2,11,4,1,1,4,8341,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"240",9495,10001,2017,42,15,1,7,2,1,0,NA,6226,0,0,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"241",9496,10002,2017,20,15,2,9,3,1,3,13,5242,0,5,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"242",9497,10003,2017,29,15,2,11,4,1,1,7,6226,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"243",9498,10004,2017,36,15,1,7,2,1,1,7,9211,9213,1,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"244",9499,10005,2017,27,15,1,2,1,1,1,3,6113,9213,1,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"245",9500,10006,2017,28,15,1,7,2,1,1,7,9213,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"246",9501,10007,2017,29,15,1,7,2,1,1,4,6112,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"247",9502,10008,2017,29,15,1,4,1,1,1,4,1420,9334,1,22,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"248",9503,10009,2017,28,15,2,9,3,1,2,8,6112,9213,3,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"249",9504,10010,2017,34,15,1,4,1,1,2,11,6112,0,3,41,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"250",9505,10011,2017,25,15,1,7,2,1,1,7,6112,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"251",9506,10012,2017,21,15,1,4,1,1,1,7,8321,0,1,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"252",9507,10013,2017,21,15,2,11,4,1,2,10,6111,0,3,34,1,0,0,1,1,0,"Male only Employed",0,1,2,1,0
"253",9508,10014,2017,20,15,1,5,1,1,2,11,6111,1221,3,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"254",9509,10015,2017,24,15,2,9,3,2,2,11,5242,9112,3,26,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"255",9510,10016,2017,25,15,1,4,1,1,1,1,6111,9213,1,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"256",9511,10017,2017,24,15,2,11,4,1,1,3,6111,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"257",9512,10018,2017,26,15,2,9,3,1,2,11,6111,1420,3,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"258",9513,10019,2017,26,15,1,7,2,1,1,2,6111,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"259",9514,10020,2017,21,15,2,10,3,1,2,10,6111,0,3,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"260",9515,10021,2017,38,15,1,5,1,1,1,7,6111,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"261",9516,10022,2017,19,15,2,9,3,1,2,9,9213,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"262",9517,10023,2017,35,15,1,7,2,1,2,8,9213,9213,3,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"263",9518,10024,2017,41,15,2,11,4,1,2,11,6112,9213,3,45,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"264",9519,10025,2017,27,15,2,11,4,1,2,11,6112,9213,3,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"265",9520,10026,2017,36,15,1,1,1,1,1,7,6112,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"266",9521,10027,2017,30,15,0,NA,0,1,1,7,6112,9213,1,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"267",9522,10028,2017,30,15,2,11,4,1,2,11,1221,9334,3,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"268",9524,10030,2017,22,15,2,9,3,1,1,7,8321,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"269",9525,10031,2017,35,15,2,9,3,1,2,11,6115,0,3,48,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"270",9526,10032,2017,37,15,1,5,1,1,2,10,6111,9213,3,43,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"271",9527,10033,2017,24,15,1,7,2,2,1,1,9213,9213,1,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"272",9528,10034,2017,23,15,1,7,2,1,2,11,6111,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"273",9530,10036,2017,27,15,1,7,2,1,1,2,1324,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"274",9531,10038,2017,33,15,1,5,1,1,1,2,6112,9213,1,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"275",9532,10039,2017,41,15,1,7,2,1,1,5,6112,9213,1,43,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"276",9533,10041,2017,30,15,1,7,2,1,1,7,6112,1221,1,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"277",9534,10042,2017,20,15,2,9,3,1,2,10,6112,9213,3,23,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"278",9536,10045,2017,29,15,1,6,1,1,1,3,6112,1113,1,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"279",9537,10046,2017,21,15,2,11,4,1,0,NA,6226,0,0,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"280",9538,10047,2017,37,15,1,4,1,1,1,5,6226,9216,1,38,0,1,0,0,1,1,"Both employed",1,1,1,1,1
"281",9539,10048,2017,27,15,1,3,1,1,1,7,6226,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"282",9540,10049,2017,23,15,2,10,3,1,2,10,6226,9111,3,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"283",9541,10050,2017,26,15,1,7,2,1,1,4,6226,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"284",9542,10051,2017,36,15,2,11,4,1,1,7,6112,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"285",9543,10052,2017,37,15,1,1,1,1,1,7,6226,0,1,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"286",9544,10053,2017,29,15,2,11,4,1,1,1,6226,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"287",9545,10054,2017,34,15,0,NA,0,1,0,NA,6226,9216,0,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"288",9546,10055,2017,32,15,1,7,2,1,1,7,6112,0,1,31,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"289",9547,10056,2017,29,15,1,7,2,1,2,11,6226,0,3,30,1,1,1,1,1,0,"Male only Employed",1,1,3,1,0
"290",9548,10057,2017,33,15,1,7,2,1,2,8,6226,9111,3,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"291",9549,10058,2017,41,15,1,1,1,1,0,NA,6112,9213,0,50,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"292",9550,10059,2017,30,15,1,5,1,1,1,4,6112,1221,1,26,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"293",9551,10060,2017,27,15,2,9,3,1,2,11,9312,0,3,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"294",9552,10061,2017,24,15,1,4,1,1,1,2,9211,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"295",9553,10062,2017,31,15,2,11,4,1,2,11,6112,9213,3,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"296",9554,10063,2017,41,15,2,9,3,1,2,11,5414,0,3,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"297",9555,10064,2017,28,15,2,9,3,1,2,10,6112,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"298",9556,10065,2017,30,15,1,5,1,1,2,10,6112,9213,3,27,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"299",9557,10066,2017,29,15,1,5,1,1,1,7,6112,5249,1,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"300",9558,10067,2017,31,15,1,7,2,1,1,7,9213,0,1,38,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"301",9559,10068,2017,33,15,1,2,1,1,0,NA,6112,0,0,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"302",9560,10069,2017,27,15,1,4,1,1,1,5,6112,0,1,35,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"303",9561,10070,2017,36,12,3,15,5,1,3,15,5412,5412,5,36,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"304",9562,10071,2017,33,12,3,13,5,1,3,15,4132,4132,5,40,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"305",9563,10072,2017,20,12,1,2,1,1,0,NA,1324,0,0,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"306",9564,10073,2017,33,12,2,10,3,1,1,1,6112,9213,1,33,0,1,1,0,1,1,"Both employed",1,1,1,1,1
"307",9565,10074,2017,34,12,2,11,4,1,1,4,7536,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"308",9567,10076,2017,26,12,1,7,2,1,2,11,5242,0,3,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"309",9568,10077,2017,27,12,2,11,4,1,2,9,8321,5221,3,27,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"310",9569,10078,2017,29,12,2,11,4,1,2,11,3116,5223,3,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"311",9570,10079,2017,39,12,3,15,5,1,1,3,8341,1221,1,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"312",9571,10080,2017,27,12,2,11,4,1,2,11,7212,5142,3,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"313",9572,10081,2017,35,12,3,15,5,1,3,15,2330,2330,5,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"314",9574,10083,2017,40,12,2,11,4,1,3,12,8322,5165,5,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"315",9576,10085,2017,30,12,2,10,3,1,2,10,8331,1420,3,33,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"316",9578,10087,2017,36,12,1,7,2,1,1,5,9331,1221,1,24,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"317",9579,10088,2017,27,12,1,1,1,1,2,10,6112,5212,3,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"318",9581,10090,2017,19,15,1,2,1,1,1,7,8321,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"319",9582,10091,2017,20,15,2,11,4,1,1,3,8141,0,1,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"320",9583,10092,2017,37,15,3,15,5,1,2,11,9520,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"321",9584,10093,2017,18,15,3,13,5,1,2,8,8321,0,3,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"322",9585,10094,2017,30,15,1,2,1,1,1,7,1324,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"323",9586,10095,2017,22,15,2,10,3,1,2,11,6115,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"324",9587,10096,2017,29,15,1,7,2,1,1,7,6115,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"325",9588,10097,2017,25,15,1,1,1,1,1,3,6111,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"326",9590,10099,2017,21,15,1,5,1,1,1,4,6111,0,1,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"327",9591,10100,2017,35,15,0,NA,0,1,0,NA,6111,0,0,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"328",9592,10101,2017,29,15,1,3,1,1,1,5,6111,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"329",9593,10102,2017,24,15,1,6,1,1,1,6,6111,0,2,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"330",9594,10104,2017,34,15,1,4,1,1,2,9,8321,9520,3,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"331",9595,10105,2017,18,15,0,NA,0,1,0,NA,6226,0,0,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"332",9596,10106,2017,29,15,2,10,3,1,2,10,9520,0,3,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"333",9597,10107,2017,25,15,2,8,3,1,2,8,1113,0,3,32,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"334",9598,10108,2017,32,15,1,2,1,1,1,1,6111,0,1,59,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"335",9599,10109,2017,26,15,3,12,5,1,3,15,7411,0,5,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"336",9600,10110,2017,21,15,2,9,3,1,1,1,5212,0,1,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"337",9601,10111,2017,20,15,1,7,2,1,1,7,6226,0,1,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"338",9602,10112,2017,24,15,2,8,3,1,1,3,6226,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"339",9603,10113,2017,28,15,1,3,1,1,1,3,6115,0,1,28,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"340",9604,10114,2017,30,15,2,10,3,1,1,3,9520,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"341",9605,10115,2017,20,15,1,5,1,1,1,4,6111,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"342",9606,10116,2017,20,15,2,9,3,1,1,7,6111,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"343",9607,10117,2017,38,15,1,2,1,1,1,2,6111,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"344",9608,10118,2017,37,15,3,15,5,1,2,11,5211,2342,3,45,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"345",9609,10119,2017,23,15,3,12,5,1,2,8,6115,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"346",9610,10120,2017,24,15,2,11,4,1,2,11,7115,0,3,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"347",9611,10122,2017,25,15,2,9,3,1,1,7,6115,1420,1,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"348",9612,10123,2017,28,15,1,6,1,1,1,4,6111,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"349",9613,10124,2017,34,15,1,1,1,1,1,1,6115,0,1,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"350",9614,10125,2017,29,15,2,11,4,1,2,11,9329,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"351",9615,10126,2017,32,15,0,NA,0,1,0,NA,6113,0,0,46,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"352",9616,10127,2017,34,15,3,15,5,1,3,15,5211,0,5,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"353",9617,10128,2017,29,15,1,1,1,1,1,7,9329,5151,1,45,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"354",9618,10129,2017,24,15,3,15,5,1,2,11,9520,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"355",9619,10131,2017,40,15,3,12,5,1,3,15,2341,0,5,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"356",9620,10132,2017,29,15,3,15,5,1,3,13,5414,0,5,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"357",9621,10133,2017,25,15,3,12,5,1,1,5,5249,1420,1,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"358",9622,10134,2017,21,15,3,12,5,1,1,3,8321,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"359",9623,10135,2017,22,15,3,12,5,1,2,10,5249,0,3,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"360",9624,10136,2017,44,15,3,15,5,1,3,15,2341,0,5,48,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"361",9625,10137,2017,35,15,3,15,5,1,3,15,6111,0,5,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"362",9626,10138,2017,25,15,3,15,5,1,1,3,1113,0,1,53,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"363",9628,10140,2017,38,15,1,3,1,1,1,2,6111,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"364",9633,10145,2017,39,15,3,15,5,1,1,1,6222,2341,1,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"365",9634,10146,2017,36,15,2,8,3,1,1,6,6222,0,2,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"366",9636,10148,2017,40,15,3,15,5,1,3,15,0,2341,5,40,0,0,0,0,0,1,"Female only Employed",0,0,0,0,1
"367",9638,10150,2017,24,15,3,15,5,1,3,13,5230,2341,5,24,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"368",9639,10151,2017,27,15,1,1,1,1,1,1,6227,0,1,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"369",9640,10152,2017,28,15,3,13,5,1,2,9,8350,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"370",9641,10153,2017,29,15,2,9,3,1,1,5,6111,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"371",9642,10154,2017,29,15,0,NA,0,1,0,NA,6213,0,0,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"372",9643,10155,2017,37,15,2,11,4,1,3,13,8350,0,5,50,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"373",9646,10158,2017,25,15,1,3,1,1,1,6,9111,0,2,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"374",9647,10159,2017,33,15,2,11,4,1,2,11,9332,0,3,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"375",9648,10160,2017,47,15,1,7,2,1,1,7,6222,0,1,46,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"376",9650,10162,2017,28,15,2,9,3,1,0,NA,6111,0,0,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"377",9651,10163,2017,32,15,0,NA,0,1,1,7,6111,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"378",9652,10164,2017,24,15,2,10,3,1,1,3,6113,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"379",9653,10165,2017,26,15,2,11,4,1,0,NA,6111,0,0,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"380",9654,10166,2017,42,15,1,7,2,1,1,6,6226,0,2,48,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"381",9655,10167,2017,26,15,1,5,1,1,1,2,6117,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"382",9656,10168,2017,22,15,2,11,4,1,1,7,6111,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"383",9657,10169,2017,30,15,0,NA,0,1,1,7,6226,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"384",9658,10170,2017,38,15,3,15,5,1,3,15,8321,0,5,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"385",9659,10171,2017,24,15,1,6,1,1,1,7,6222,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"386",9660,10172,2017,27,15,2,11,4,1,2,11,6222,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"387",9661,10173,2017,26,15,2,10,3,1,2,11,6227,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"388",9664,10176,2017,26,15,3,15,5,1,3,15,6226,0,5,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"389",9665,10177,2017,24,15,1,4,1,1,1,4,6222,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"390",9667,10179,2017,20,15,2,8,3,1,1,6,6222,0,2,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"391",9668,10180,2017,30,15,3,14,5,1,3,15,6226,0,5,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"392",9670,10182,2017,27,15,3,13,5,1,3,14,6222,0,5,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"393",9671,10183,2017,25,15,3,14,5,1,3,14,6226,0,5,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"394",9673,10185,2017,21,15,1,1,1,1,1,3,6222,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"395",9675,10187,2017,18,15,1,5,1,1,1,2,6222,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"396",9676,10188,2017,31,14,3,12,5,2,2,11,6111,9213,3,34,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"397",9677,10189,2017,37,14,3,13,5,1,3,15,5312,5211,5,49,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"398",9678,10190,2017,33,14,2,10,3,1,2,9,8322,6111,3,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"399",9679,10191,2017,33,14,3,13,5,2,3,13,9311,9111,5,30,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"400",9680,10192,2017,32,14,3,15,5,1,2,11,6111,0,3,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"401",9681,10193,2017,26,14,2,11,4,2,3,13,3434,5212,5,28,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"402",9682,10195,2017,39,14,2,8,3,1,2,11,6111,9213,3,39,0,1,0,0,1,1,"Both employed",1,1,1,1,1
"403",9683,10196,2017,27,14,3,15,5,1,3,15,6127,4321,5,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"404",9684,10197,2017,35,14,2,11,4,1,2,11,8321,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"405",9685,10198,2017,27,14,2,11,4,2,2,11,9312,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"406",9686,10199,2017,40,14,2,11,4,1,2,9,5153,0,3,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"407",9687,10200,2017,23,14,3,12,5,1,2,10,7115,1113,3,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"408",9688,10201,2017,34,14,1,7,2,1,3,15,6111,0,5,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"409",9689,10202,2017,21,14,2,11,4,2,2,11,1420,0,3,32,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"410",9690,10203,2017,36,14,2,8,3,1,3,13,9312,6111,5,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"411",9691,10204,2017,39,14,2,11,4,1,3,15,6111,1420,5,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"412",9692,10205,2017,37,14,2,11,4,1,2,8,310,0,3,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
