"","X","RespondentID","Year","Age","Region","Educ.Level","Educ.Years","Educ.Attained","Marital","Husb.Educ.Level","Husb.Educ.Years","Husb.Employment","Employment","Husb.Educ.Attained","Husb.Age","Emotional.IPV","Less.Physic.IPV","More.Physic.IPV","Sexual.IPV","Husb.Employment.Bin","Employment.Bin","LPG","Physical.IPV","ANY.IPV","Counts.IPV","Male","Female"
"1740",11306,11897,2017,41,3,1,7,2,1,3,13,8321,9111,5,50,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1741",11307,11898,2017,24,3,2,11,4,1,3,13,7113,1221,5,29,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"1742",11308,11899,2017,35,3,3,13,5,1,2,11,7115,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1743",11310,11901,2017,33,3,2,11,4,1,3,13,8321,0,5,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1744",11311,11902,2017,29,3,2,11,4,1,1,7,8321,7317,1,30,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1745",11312,11903,2017,24,3,3,13,5,2,3,15,4110,1420,5,24,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1746",11313,11904,2017,26,3,2,11,4,2,2,11,7212,0,3,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1747",11314,11905,2017,24,3,2,11,4,2,3,13,8321,5221,5,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1748",11315,11906,2017,33,3,3,15,5,1,3,15,4214,2330,5,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1749",11316,11907,2017,35,3,2,11,4,1,2,11,5414,5142,3,40,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1750",11318,11909,2017,22,3,2,9,3,1,1,7,9211,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1751",11319,11910,2017,36,3,2,11,4,1,2,11,9211,0,3,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1752",11320,11911,2017,31,3,1,7,2,2,1,7,9329,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1753",11321,11912,2017,30,3,2,11,4,1,2,11,9333,5249,3,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1754",11322,11913,2017,33,3,2,11,4,2,2,11,8322,9111,3,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1755",11324,11915,2017,28,3,3,13,5,1,3,12,3322,0,5,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1756",11325,11916,2017,24,3,2,11,4,1,2,10,9211,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1757",11326,11917,2017,23,3,2,11,4,2,2,11,9312,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1758",11327,11918,2017,18,3,2,11,3,2,3,13,0,0,5,24,1,0,0,0,0,0,"Both unemployed",0,1,1,0,0
"1759",11329,11920,2017,21,3,2,11,4,2,2,11,9313,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1760",11330,11921,2017,44,3,1,7,2,2,2,11,9211,1420,3,62,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1761",11331,11922,2017,38,3,2,11,4,1,2,11,3115,0,3,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1762",11332,11923,2017,27,3,2,11,4,1,1,4,9211,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1763",11335,11926,2017,17,3,2,10,3,2,1,5,9211,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1764",11336,11927,2017,23,3,2,11,4,2,2,8,9213,0,3,21,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"1765",11337,11928,2017,36,3,2,10,3,2,2,11,9211,0,3,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1766",11338,11929,2017,38,3,2,9,3,1,2,10,9621,4321,3,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1767",11339,11930,2017,32,3,2,11,4,1,3,15,5131,0,5,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1768",11341,11932,2017,28,3,3,13,5,1,3,13,9112,4120,5,28,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"1769",11342,11933,2017,39,3,3,15,5,1,3,15,3115,0,5,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1770",11343,11934,2017,30,3,3,12,5,1,2,11,5223,5223,3,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1771",11344,11935,2017,27,3,2,11,4,1,1,2,9213,0,1,27,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"1772",11345,11936,2017,42,3,1,7,2,2,2,8,7212,0,3,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1773",11347,11938,2017,39,3,3,15,5,1,3,15,8350,0,5,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1774",11348,11939,2017,31,3,2,9,3,1,1,5,9520,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1775",11349,11940,2017,20,3,2,11,4,2,2,11,9312,9321,3,21,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1776",11350,11941,2017,21,3,2,11,4,2,2,11,5223,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1777",11351,11942,2017,21,3,2,11,4,2,2,8,9213,0,3,18,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1778",11352,11943,2017,22,3,2,10,3,2,2,11,6113,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1779",11353,11944,2017,21,3,1,7,2,1,2,9,7511,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1780",11354,11945,2017,24,3,3,13,5,2,1,7,0,0,1,69,0,0,0,1,0,0,"Both unemployed",0,1,1,0,0
"1781",11355,11946,2017,31,3,3,12,5,1,2,11,8211,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1782",11356,11947,2017,32,3,2,11,4,1,2,8,1324,0,3,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1783",11358,11949,2017,26,3,2,11,4,2,2,11,0,5221,3,42,1,0,0,0,0,1,"Female only Employed",0,1,1,0,1
"1784",11359,11950,2017,35,3,2,11,4,1,3,15,1420,1420,5,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1785",11360,11951,2017,35,3,2,10,3,2,3,12,3113,1420,5,44,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1786",11362,11954,2017,32,3,3,14,5,1,3,13,9112,0,5,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1787",11363,11955,2017,31,3,2,9,3,2,2,8,7132,5211,3,46,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"1788",11364,11956,2017,34,3,3,15,5,1,3,15,2263,2611,5,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1789",11365,11957,2017,34,3,1,7,2,1,2,11,8322,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1790",11366,11958,2017,29,3,1,7,2,2,1,7,9312,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1791",11367,11959,2017,37,3,0,NA,0,1,1,7,6113,0,1,38,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"1792",11369,11962,2017,24,3,2,11,4,1,3,12,8322,0,5,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1793",11371,11964,2017,28,3,2,11,4,2,2,11,8331,0,3,50,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1794",11372,11965,2017,29,3,2,11,4,1,2,11,7113,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1795",11373,11966,2017,23,3,2,11,4,1,1,7,9312,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1796",11374,11967,2017,43,3,2,11,4,2,2,11,8321,0,3,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1797",11375,11968,2017,25,3,3,15,5,1,2,11,5223,4416,3,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1798",11376,11969,2017,33,3,3,15,5,1,0,NA,1420,5221,0,42,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1799",11377,11970,2017,36,3,3,12,5,2,2,11,5120,1420,3,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1800",11378,11971,2017,31,3,3,13,5,1,3,14,5414,0,5,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1801",11379,11972,2017,43,3,3,15,5,1,3,15,2142,0,5,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1802",11380,11973,2017,37,3,3,15,5,1,3,15,2142,2211,5,42,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1803",11382,11975,2017,43,3,3,15,5,1,2,11,5414,0,3,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1804",11383,11976,2017,26,3,3,15,5,1,2,11,5414,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1805",11384,11977,2017,26,3,3,15,5,1,3,13,8321,0,5,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1806",11386,11979,2017,39,3,2,11,4,1,2,11,8321,0,3,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1807",11387,11980,2017,27,3,2,11,4,1,2,11,8321,0,3,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1808",11388,11981,2017,27,3,2,11,4,2,2,11,8322,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1809",11389,11983,2017,21,3,3,12,5,1,3,13,7231,0,5,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1810",11390,11984,2017,41,3,1,4,1,1,1,5,9213,0,1,48,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1811",11391,11985,2017,28,3,2,11,4,2,2,11,9313,0,3,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1812",11392,11986,2017,30,3,2,11,4,1,2,11,7132,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1813",11393,11987,2017,22,3,2,11,4,2,2,11,5414,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1814",11394,11988,2017,25,3,3,14,5,2,3,12,7536,0,5,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1815",11395,11989,2017,29,3,3,15,5,1,3,13,5131,5211,5,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1816",11396,11990,2017,25,3,1,7,2,2,0,NA,9611,5212,0,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1817",11397,11991,2017,32,3,2,11,4,2,3,13,5221,5223,5,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1818",11398,11992,2017,27,3,2,9,3,1,1,7,7231,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1819",11399,11993,2017,28,3,1,7,2,2,3,13,7511,0,5,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1820",11400,11994,2017,21,3,2,8,3,1,1,4,9329,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1821",11402,11996,2017,18,3,1,4,1,2,2,11,9312,0,3,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1822",11403,11997,2017,26,3,1,7,2,1,1,2,7511,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1823",11404,11998,2017,34,3,0,NA,0,1,3,12,1221,2341,5,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1824",11406,12000,2017,31,3,1,7,2,1,2,8,7115,0,3,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1825",11407,12001,2017,42,3,3,15,5,1,3,15,8350,2341,5,43,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1826",11408,12002,2017,22,3,2,10,3,2,2,9,9312,0,3,27,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"1827",11409,12003,2017,28,3,1,1,1,2,1,5,9312,0,1,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1828",11411,12005,2017,26,3,2,8,3,1,3,12,5131,0,5,25,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"1829",11412,12006,2017,39,3,3,15,5,1,2,11,8331,0,3,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1830",11413,12007,2017,31,3,2,10,3,2,2,10,9312,0,3,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1831",11415,12009,2017,20,3,2,8,3,2,2,8,0,0,3,25,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"1832",11416,12010,2017,30,3,2,10,3,1,2,8,7316,5230,3,40,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1833",11417,12011,2017,30,3,2,11,4,1,0,NA,9213,9213,0,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1834",11419,12013,2017,37,3,3,13,5,1,2,11,7113,0,3,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1835",11420,12016,2017,27,3,3,13,5,1,2,11,8321,5223,3,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1836",11421,12017,2017,32,3,2,8,3,1,1,7,8322,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1837",11423,12019,2017,35,3,2,9,3,1,2,9,7317,5153,3,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1838",11424,12020,2017,24,3,2,11,4,2,1,5,9312,5230,1,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1839",11425,12021,2017,26,3,2,11,4,1,2,11,7412,0,3,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1840",11426,12022,2017,38,3,2,9,3,1,2,11,8331,0,3,33,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"1841",11427,12023,2017,36,3,2,8,3,2,2,11,7113,0,3,46,1,1,1,0,1,0,"Male only Employed",1,1,2,1,0
"1842",11428,12024,2017,30,3,2,11,4,1,1,1,9312,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1843",11429,12025,2017,21,3,2,9,3,2,2,10,8321,9213,3,23,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1844",11430,12026,2017,31,3,3,13,5,1,3,15,3113,0,5,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1845",11431,12027,2017,23,3,1,7,2,1,1,7,9213,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1846",11432,12028,2017,35,3,2,11,4,1,2,11,8321,0,3,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1847",11433,12029,2017,32,3,2,8,3,1,2,11,9213,0,3,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1848",11434,12030,2017,37,3,2,11,4,1,2,11,8321,1420,3,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1849",11435,12031,2017,35,3,3,13,5,1,2,11,6111,1221,3,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1850",11436,12032,2017,21,3,1,7,2,2,1,7,9621,0,1,26,1,1,1,0,1,0,"Male only Employed",1,1,2,1,0
"1851",11439,12035,2017,28,3,1,7,2,2,1,7,7412,9111,1,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1852",11440,12036,2017,22,3,2,10,3,1,2,10,4321,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1853",11441,12037,2017,22,3,2,11,4,1,2,11,5131,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1854",11442,12038,2017,27,3,2,11,4,1,2,11,9211,0,3,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1855",11443,12039,2017,27,3,2,11,4,1,3,14,8322,0,5,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1856",11444,12040,2017,33,3,2,11,4,1,3,14,7233,9329,5,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1857",11446,12043,2017,41,3,2,11,4,1,3,12,9621,5142,5,44,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1858",11447,12044,2017,44,3,1,2,1,1,1,2,9621,9520,1,46,1,1,0,1,1,1,"Both employed",1,1,3,1,1
"1859",11448,12045,2017,19,3,1,5,1,2,1,7,9611,0,1,23,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"1860",11449,12047,2017,39,3,1,7,2,1,1,3,7511,9121,1,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1861",11451,12049,2017,22,3,2,11,4,2,3,12,9321,9321,5,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1862",11452,12051,2017,40,3,2,11,4,1,1,3,9520,0,1,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1863",11453,12052,2017,19,3,2,10,3,1,2,11,9321,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1864",11454,12053,2017,40,3,3,13,5,1,2,9,8322,5230,3,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1865",11455,12054,2017,32,3,2,11,4,1,2,11,8321,0,3,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1866",11457,12056,2017,24,3,3,15,5,1,3,13,3412,4214,5,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1867",11458,12057,2017,23,3,2,11,4,2,2,11,9121,0,3,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1868",11459,12058,2017,35,3,3,13,5,2,2,11,9312,0,3,34,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"1869",11461,12060,2017,36,3,3,15,5,1,3,14,0,2341,5,38,0,0,0,0,0,1,"Female only Employed",0,0,0,0,1
"1870",11462,12061,2017,39,3,2,11,4,1,2,11,7231,0,3,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1871",11463,12062,2017,35,3,3,14,5,2,3,15,5242,9321,5,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1872",11464,12063,2017,20,3,2,11,4,2,2,11,9321,9321,3,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1873",11465,12064,2017,23,3,2,11,4,2,2,11,3113,5221,3,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1874",11466,12065,2017,29,3,2,11,4,2,3,13,2162,0,5,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1875",11467,12066,2017,20,3,2,11,4,2,2,11,0,0,3,21,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"1876",11468,12067,2017,36,3,3,13,5,2,3,13,7412,0,5,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1877",11469,12068,2017,31,3,3,15,5,1,3,15,5223,5223,5,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1878",11470,12069,2017,32,3,2,11,4,2,2,11,0,0,3,36,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"1879",11471,12071,2017,23,3,2,11,4,1,2,11,8321,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1880",11472,12072,2017,25,3,2,11,4,2,2,11,5211,5211,3,26,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1881",11473,12073,2017,28,3,2,11,4,1,3,15,5412,0,5,35,1,1,1,0,1,0,"Male only Employed",1,1,2,1,0
"1882",11474,12074,2017,20,3,2,10,3,2,3,12,9333,0,5,24,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"1883",11475,12075,2017,30,3,3,15,5,1,3,13,9312,0,5,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1884",11476,12076,2017,17,3,1,6,2,2,1,3,9321,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1885",11477,12077,2017,21,3,1,7,2,1,2,11,9329,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1886",11478,12078,2017,28,3,3,12,5,1,3,13,3257,5221,5,30,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1887",11479,12079,2017,33,3,2,11,4,2,2,11,0,0,3,22,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"1888",11481,12081,2017,25,3,2,11,4,2,2,11,7412,0,3,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1889",11482,12082,2017,20,3,3,13,5,2,1,5,9329,0,1,22,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"1890",11483,12083,2017,31,3,2,9,3,2,1,7,6113,0,1,54,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1891",11484,12084,2017,23,3,1,4,1,1,2,11,9329,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1892",11485,12085,2017,28,3,2,10,3,2,3,13,9312,0,5,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1893",11486,12086,2017,26,3,2,11,4,1,2,11,7212,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1894",11487,12087,2017,32,3,3,15,5,1,2,11,9312,4214,3,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1895",11488,12088,2017,25,3,2,11,4,2,2,11,8321,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1896",11489,12089,2017,42,3,2,11,4,1,1,7,6111,0,1,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1897",11490,12090,2017,23,3,3,12,5,1,2,9,9112,9111,3,26,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1898",11491,12091,2017,34,3,2,11,4,1,2,11,8321,0,3,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1899",11492,12092,2017,26,3,2,11,4,1,3,13,7212,0,5,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1900",11493,12093,2017,40,3,2,11,4,2,3,15,7224,0,5,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1901",11494,12094,2017,26,3,2,8,3,1,2,11,6111,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1902",11495,12095,2017,37,3,1,3,1,1,1,7,5211,5211,1,40,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1903",11496,12096,2017,40,3,1,5,1,1,2,10,4412,0,3,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1904",11497,12097,2017,32,3,2,11,4,2,1,7,1420,0,1,58,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1905",11499,12099,2017,17,3,2,11,3,2,2,11,9312,0,3,19,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1906",11500,12100,2017,26,3,3,15,5,1,3,15,2330,0,5,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1907",11502,12102,2017,18,3,2,11,4,1,2,9,9312,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1908",11503,12103,2017,35,3,3,15,5,1,3,15,2330,4211,5,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1909",11504,12104,2017,35,3,1,7,2,1,1,2,9312,0,1,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1910",11505,12105,2017,34,3,3,12,5,1,3,13,7212,5223,5,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1911",11506,12106,2017,27,3,3,15,5,2,2,11,8322,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1912",11507,12107,2017,22,3,2,10,3,2,2,11,7412,5221,3,22,0,1,0,0,1,1,"Both employed",1,1,1,1,1
"1913",11508,12108,2017,25,3,1,7,2,2,1,5,8322,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1914",11509,12109,2017,20,3,2,11,4,1,3,12,9111,0,5,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1915",11510,12110,2017,33,3,2,11,4,2,2,11,0,1420,3,36,0,0,0,0,0,1,"Female only Employed",0,0,0,0,1
"1916",11511,12111,2017,37,3,1,6,1,2,1,2,6227,9121,1,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1917",11513,12113,2017,37,3,3,14,5,1,3,15,9520,0,5,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1918",11514,12114,2017,20,3,0,NA,0,2,0,NA,6117,0,0,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1919",11515,12115,2017,22,3,1,2,1,2,1,1,6117,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1920",11516,12116,2017,32,3,2,11,4,1,2,11,6113,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1921",11517,12117,2017,28,3,2,10,3,1,3,12,6117,0,5,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1922",11518,12118,2017,28,3,0,NA,0,2,1,1,6117,9214,1,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1923",11520,12120,2017,35,3,3,12,5,2,2,11,9312,0,3,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1924",11521,12121,2017,36,3,0,NA,0,2,1,4,9611,0,1,59,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1925",11522,12122,2017,35,3,2,11,4,2,2,11,7126,1420,3,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1926",11523,12123,2017,34,3,2,8,3,1,1,7,7223,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1927",11524,12124,2017,38,3,2,10,3,2,2,10,9329,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1928",11525,12125,2017,27,4,2,11,4,1,2,10,8322,0,3,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1929",11526,12126,2017,21,4,2,11,4,1,2,10,6226,0,3,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1930",11528,12128,2017,28,4,2,11,4,1,2,11,7113,0,3,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1931",11529,12129,2017,35,4,2,11,4,1,2,11,7131,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1932",11530,12130,2017,21,4,2,11,4,1,2,11,5221,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1933",11531,12131,2017,23,4,2,11,4,2,2,11,8331,0,3,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1934",11532,12132,2017,26,4,2,11,4,1,1,7,7126,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1935",11533,12133,2017,22,4,1,7,2,2,2,11,9111,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1936",11534,12134,2017,26,4,3,13,5,1,3,13,7543,0,5,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1937",11535,12135,2017,37,4,3,15,5,1,1,7,5230,2330,1,35,1,0,0,1,1,1,"Both employed",0,1,2,1,1
"1938",11536,12136,2017,25,4,2,11,4,1,2,11,7126,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"1939",11537,12137,2017,28,4,3,15,5,1,2,11,5242,5211,3,24,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"1940",11540,12140,2017,20,4,2,11,4,2,1,7,9312,0,1,23,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"1941",11541,12141,2017,30,4,2,11,4,2,1,5,9211,5221,1,30,1,1,0,1,1,1,"Both employed",1,1,3,1,1
"1942",11542,12142,2017,27,4,2,11,4,2,1,7,9520,0,1,29,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
