"","CASEID","V000","V001","V002","V003","V004","V005","V006","V007","V008","V008A","V009","V010","V011","V012","V013","V024","V101","V106","V107","V149","V190","V191","V190A","V191A","V501","V502","V503","V504","V505","V506","V701","V702","V704","V704A","V705","V714","V714A","V715","V716","V717","V719","V721","V729","V730","V731","V732","V739","V740","V741","V743A","V743B","V743C","V743D","V743E","V743F","V744A","V744B","V744C","V744D","V744E","V745A","V745B","V745C","V745D","V746","D005","D101A","D101B","D101C","D101D","D101E","D101F","D101G","D101H","D101I","D101J","D102","D103A","D103B","D103C","D103D","D103E","D103F","D103G","D104","D105A","D105B","D105C","D105D","D105E","D105F","D105G","D105H","D105I","D105J","D105K","D105L","D105M","D105N","D106","D107","D108","D109","D110A","D110B","D110C","D110D","D110E","D110F","D110G","D110H","D111","D112","D112A","D113","D114"
"3278","    07860016  4","PH7",786,16,4,786,860321,10,2017,1414,43018,5,1989,1073,28,3,5,5,2,11,4,3,9167,3,36104,2,1,2,2,1,NA,3,12,9312,1,9,1,NA,12,5212,3,3,NA,5,31,2,2,2,NA,1,1,1,NA,2,NA,2,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279","    07860020  3","PH7",786,20,3,786,860321,10,2017,1414,43018,3,1987,1047,30,4,5,5,3,12,5,1,-97553,1,-78590,1,1,1,1,1,NA,1,7,6213,1,4,1,NA,7,6127,4,3,NA,1,23,2,1,2,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,640656,1,0,1,0,1,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3280","    07860022  2","PH7",786,22,2,786,860321,10,2017,1414,43018,8,1978,944,39,5,5,5,1,7,2,1,-204235,1,-193243,1,1,1,1,1,NA,1,7,7115,1,8,0,0,7,0,0,NA,NA,1,40,0,NA,NA,NA,NA,1,2,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281","    07860025  2","PH7",786,25,2,786,860321,10,2017,1414,43019,1,1995,1141,22,2,5,5,1,5,1,1,-194253,1,-182515,2,1,1,1,1,NA,1,5,9211,1,4,1,NA,5,9211,4,2,NA,1,29,2,1,NA,NA,3,2,2,NA,2,NA,2,0,0,8,0,0,0,0,NA,NA,NA,640656,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3282","    07860026  3","PH7",786,26,3,786,860321,10,2017,1414,43018,11,1993,1127,23,2,5,5,2,9,3,1,-158040,1,-143597,1,1,1,1,1,NA,1,5,9312,2,9,0,0,5,0,0,NA,NA,1,31,0,NA,NA,NA,NA,1,2,NA,4,NA,2,0,0,0,0,0,0,0,NA,NA,NA,640656,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,1,2
"3283","    07870008  6","PH7",787,8,6,787,571930,8,2017,1412,42968,3,1996,1155,21,2,5,5,2,10,3,3,-6014,3,19789,2,1,1,1,1,NA,2,10,9111,2,6,0,0,10,5311,7,1,NA,3,24,1,2,4,NA,1,4,4,NA,4,NA,4,0,0,0,0,0,0,0,NA,NA,2,843282,1,0,1,0,0,NA,NA,NA,NA,NA,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,1
"3284","    07870011  2","PH7",787,11,2,787,571930,8,2017,1412,42968,9,1989,1077,27,3,5,5,2,11,4,2,-48293,2,-25649,1,1,1,1,1,NA,2,11,9213,1,4,0,0,11,5221,7,3,NA,3,31,1,2,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,2,421641,1,1,1,0,1,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3285","    07870019  2","PH7",787,19,2,787,571930,8,2017,1412,42969,2,1983,998,34,4,5,5,2,11,4,2,-20041,3,4714,2,1,2,1,1,NA,2,9,9213,1,4,0,0,9,0,0,NA,NA,3,39,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,421641,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3286","    07870026  4","PH7",787,26,4,787,571930,8,2017,1412,42970,5,1995,1145,22,2,5,5,2,11,4,1,-80322,2,-60071,1,1,1,1,1,NA,2,10,9312,1,9,0,0,10,0,0,NA,NA,3,29,0,NA,NA,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,NA,NA,NA,843282,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3287","    07880003  2","PH7",788,3,2,788,613907,8,2017,1412,42965,11,1988,1067,28,3,5,5,2,11,4,2,-62653,2,-41082,2,1,1,1,1,NA,1,5,9312,1,9,1,NA,5,5221,7,1,NA,1,30,2,1,1,NA,1,1,1,NA,2,NA,1,0,0,1,0,0,0,0,NA,NA,2,452587,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3288","    07880004  2","PH7",788,4,2,788,613907,8,2017,1412,42965,3,1997,1167,20,2,5,5,2,10,3,1,-130023,1,-113486,1,1,1,1,1,NA,2,9,9213,1,4,0,0,9,0,0,NA,NA,3,27,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,452587,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3289","    07880005  2","PH7",788,5,2,788,613907,8,2017,1412,42966,6,1998,1182,19,1,5,5,2,8,3,2,-45773,2,-22941,2,1,1,1,1,NA,2,11,9312,1,9,0,0,11,0,0,NA,NA,3,19,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,452587,1,1,0,0,0,NA,NA,NA,NA,NA,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1
"3290","    07880008  2","PH7",788,8,2,788,613907,8,2017,1412,42966,2,1977,926,40,6,5,5,2,11,4,4,54732,4,85074,1,1,2,1,1,NA,2,9,1439,1,1,1,NA,9,5211,3,3,NA,3,37,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,3,452587,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3291","    07880009  2","PH7",788,9,2,788,613907,8,2017,1412,42966,12,1996,1164,20,2,5,5,1,3,1,1,-166281,1,-152453,2,1,1,1,1,NA,1,7,6115,1,4,0,0,7,0,0,NA,NA,1,39,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,452587,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3292","    07880012  2","PH7",788,12,2,788,613907,8,2017,1412,42965,6,1989,1074,28,3,5,5,3,12,5,2,-69158,2,-48073,1,1,1,1,1,NA,2,11,7115,1,8,0,0,11,0,0,NA,NA,3,28,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,452587,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3293","    07880014  2","PH7",788,14,2,788,613907,8,2017,1412,42966,12,1980,972,36,5,5,5,2,11,4,4,90911,5,123956,1,1,1,2,1,NA,3,15,3119,1,1,0,0,15,0,0,NA,NA,5,37,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,452587,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3294","    07880025  2","PH7",788,25,2,788,613907,8,2017,1412,42967,3,1979,951,38,5,5,5,2,11,4,3,19058,4,46735,2,1,1,1,1,NA,2,11,9312,1,9,1,NA,11,5142,7,1,NA,3,29,2,2,1,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,452587,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3295","    07880026  2","PH7",788,26,2,788,613907,8,2017,1412,42965,3,1977,927,40,6,5,5,2,11,4,3,13890,4,41180,1,1,1,1,1,NA,1,6,8322,1,8,0,0,6,0,0,NA,NA,2,44,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,452587,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3296","    07890020  2","PH7",789,20,2,789,842154,8,2017,1412,42971,8,1990,1088,27,3,5,5,3,15,5,3,48245,4,78103,1,1,1,1,1,NA,3,15,1346,1,1,1,NA,15,1346,1,1,NA,5,31,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,620857,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3297","    07890236  2","PH7",789,236,2,789,842154,8,2017,1412,42971,10,1991,1102,25,3,5,5,3,13,5,3,44737,4,74332,2,1,1,1,1,NA,3,14,9334,2,9,1,NA,14,2222,1,1,NA,5,26,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,1,620857,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3298","    07900003  1","PH7",790,3,1,790,1096636,9,2017,1413,42985,8,1977,932,40,6,5,5,1,5,1,1,-90571,2,-71087,1,1,1,2,1,NA,2,9,9312,1,9,0,0,9,0,0,NA,NA,3,45,0,NA,NA,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3299","    07900016  6","PH7",790,16,6,790,1096636,9,2017,1413,42986,5,1997,1169,20,2,5,5,2,11,4,3,13586,4,40854,2,1,1,1,1,NA,2,11,5221,1,7,0,0,11,0,0,NA,NA,3,23,0,NA,NA,NA,NA,1,5,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300","    07900027  1","PH7",790,27,1,790,1096636,9,2017,1413,42986,2,1988,1058,29,3,5,5,2,11,4,2,-21181,3,3488,2,1,1,2,1,NA,1,5,7536,1,8,0,0,5,0,0,NA,NA,1,31,0,NA,NA,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,2,0,NA,NA,NA,808468,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3301","    07910005  2","PH7",791,5,2,791,847401,9,2017,1413,42997,5,1987,1049,30,4,5,5,2,11,4,2,-69446,2,-48383,1,1,1,1,1,NA,3,13,9312,1,9,0,0,13,0,0,NA,NA,5,33,0,NA,NA,NA,NA,1,4,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,NA,624725,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2
"3302","    07910006  2","PH7",791,6,2,791,847401,9,2017,1413,42996,9,1999,1197,18,1,5,5,2,9,3,3,14330,4,41653,2,1,1,1,1,NA,2,8,9333,1,9,0,0,8,0,0,NA,NA,3,19,0,NA,NA,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,NA,NA,NA,624725,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,NA
"3303","    07910011  3","PH7",791,11,3,791,847401,9,2017,1413,42996,11,1984,1019,32,4,5,5,2,9,3,3,-5423,3,20425,1,1,2,1,1,NA,2,10,9211,1,4,0,0,10,0,0,NA,NA,3,24,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1249449,0,1,1,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3304","    07910014  2","PH7",791,14,2,791,847401,9,2017,1413,42994,4,1996,1156,21,2,5,5,2,11,4,2,-56973,2,-34977,1,1,1,1,1,NA,2,11,8321,1,8,0,0,11,0,0,NA,NA,3,25,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,624725,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3305","    07910015  2","PH7",791,15,2,791,847401,9,2017,1413,42993,11,1991,1103,25,3,5,5,2,11,4,1,-123683,1,-106672,1,1,1,1,1,NA,2,9,5221,1,7,0,0,9,0,0,NA,NA,3,30,0,NA,NA,NA,NA,1,1,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,624725,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3306","    07910021  2","PH7",791,21,2,791,847401,9,2017,1413,42993,6,1992,1110,25,3,5,5,3,15,5,1,-75100,2,-54459,2,1,1,2,1,NA,3,13,5414,1,3,0,0,13,0,0,NA,NA,5,26,0,NA,NA,NA,NA,1,5,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,624725,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3307","    07910022  2","PH7",791,22,2,791,847401,9,2017,1413,42993,2,1983,998,34,4,5,5,2,11,4,3,13658,4,40931,1,1,1,1,1,NA,2,11,8321,1,8,0,0,11,0,0,NA,NA,3,38,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,624725,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3308","    07920007  2","PH7",792,7,2,792,577177,9,2017,1413,42998,10,1987,1054,29,3,5,5,2,9,3,2,-70479,2,-49493,1,1,1,1,1,NA,1,7,9312,1,9,0,0,7,0,0,NA,NA,1,31,0,NA,NA,NA,NA,1,1,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,425509,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2
"3309","    07920008  3","PH7",792,8,3,792,577177,9,2017,1413,43000,10,1993,1126,23,2,5,5,2,11,4,1,-84776,2,-64859,2,1,1,2,1,NA,2,9,9329,1,9,0,0,9,0,0,NA,NA,3,25,0,NA,NA,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,NA,NA,NA,425509,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3310","    07920020  2","PH7",792,20,2,792,577177,9,2017,1413,43003,10,1983,1006,33,4,5,5,0,NA,0,1,-161266,1,-147064,2,1,1,1,1,NA,1,7,6226,1,4,0,0,7,0,0,NA,NA,1,43,0,NA,NA,NA,NA,4,4,NA,4,NA,4,0,0,0,0,0,2,0,NA,NA,NA,425509,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1
"3311","    07920025  2","PH7",792,25,2,792,577177,9,2017,1413,43003,1,1990,1081,27,3,5,5,2,10,3,1,-121928,1,-104787,2,1,1,1,1,NA,2,11,7113,1,8,1,NA,11,5242,7,2,NA,3,28,2,3,1,NA,1,1,1,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,2,425509,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,3,0,0,0,1,2,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,0,2,0,0,NA,0,0,0,0,NA,0,1,2,1,2
"3312","    07930005  8","PH7",793,5,8,793,918236,10,2017,1414,43013,11,1994,1139,22,2,5,5,2,11,4,3,19447,4,47153,2,1,1,1,1,NA,2,11,5414,1,3,0,0,11,0,0,NA,NA,3,23,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313","    07930007  2","PH7",793,7,2,793,918236,10,2017,1414,43013,6,1992,1110,25,3,5,5,2,11,4,1,-88389,2,-68741,2,1,2,1,1,NA,2,11,6226,1,4,0,0,11,0,0,NA,NA,3,43,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,676947,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3314","    07930015  2","PH7",793,15,2,793,918236,10,2017,1414,43017,6,1992,1110,25,3,5,5,2,11,4,1,-77760,2,-57319,2,1,1,1,1,NA,2,9,7512,1,8,0,0,9,0,0,NA,NA,3,24,0,NA,NA,NA,NA,1,1,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315","    07930017  4","PH7",793,17,4,793,918236,10,2017,1414,43014,4,2000,1204,17,1,5,5,2,9,3,1,-100329,1,-81573,2,1,1,1,1,NA,3,14,7212,1,8,0,0,14,0,0,NA,NA,5,21,0,NA,NA,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316","    07930019  2","PH7",793,19,2,793,918236,10,2017,1414,43014,4,1991,1096,26,3,5,5,3,15,5,4,76320,4,108275,1,1,1,1,1,NA,3,15,2330,1,1,1,NA,15,3412,1,1,NA,5,27,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,676947,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3317","    07940014  2","PH7",794,14,2,794,425012,8,2017,1412,42961,9,1982,993,34,4,5,5,3,15,5,5,195519,5,236380,1,1,1,1,1,NA,3,15,1420,1,1,1,NA,15,1113,1,1,NA,5,37,2,1,2,NA,1,1,1,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,2,313329,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3318","    07950005  2","PH7",795,5,2,795,760824,10,2017,1414,43012,2,1989,1070,28,3,5,5,1,7,2,1,-173916,1,-160659,2,1,1,1,1,NA,1,7,9312,1,9,0,0,7,0,0,NA,NA,1,34,0,NA,NA,NA,NA,2,1,NA,4,NA,2,0,0,0,0,0,2,0,NA,NA,NA,560898,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3319","    07950007  2","PH7",795,7,2,795,760824,10,2017,1414,43011,9,1987,1053,30,4,5,5,2,9,3,1,-215833,1,-205708,2,1,1,1,1,NA,1,5,6226,1,4,0,0,5,0,0,NA,NA,1,40,0,NA,NA,NA,NA,2,2,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,560898,1,1,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3320","    07950012  2","PH7",795,12,2,795,760824,9,2017,1413,43007,3,1991,1095,26,3,5,5,2,11,4,3,35494,4,64398,2,1,1,1,1,NA,2,11,9510,1,9,0,0,11,0,0,NA,NA,3,27,0,NA,NA,NA,NA,4,4,NA,1,NA,4,0,0,0,0,0,2,0,NA,NA,NA,560898,1,1,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2
"3321","    07950017  4","PH7",795,17,4,795,760824,9,2017,1413,43006,2,1988,1058,29,3,5,5,2,11,4,1,-98686,1,-79807,2,1,2,2,1,NA,3,13,5212,1,3,0,0,13,0,0,NA,NA,5,25,0,NA,NA,NA,NA,2,5,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3322","    07950020  5","PH7",795,20,5,795,760824,9,2017,1413,43006,10,1985,1030,31,4,5,5,3,12,5,4,58045,4,88635,2,1,1,2,1,NA,2,10,9312,1,9,0,0,10,0,0,NA,NA,3,38,0,NA,NA,NA,NA,4,4,NA,4,NA,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3323","    07950025  2","PH7",795,25,2,795,760824,9,2017,1413,43006,3,1991,1095,26,3,5,5,2,11,4,2,-51902,2,-29528,1,1,1,1,1,NA,3,13,8321,1,8,0,0,13,0,0,NA,NA,5,27,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,560898,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
