"","CASEID","V000","V001","V002","V003","V004","V005","V006","V007","V008","V008A","V009","V010","V011","V012","V013","V024","V101","V106","V107","V149","V190","V191","V190A","V191A","V501","V502","V503","V504","V505","V506","V701","V702","V704","V704A","V705","V714","V714A","V715","V716","V717","V719","V721","V729","V730","V731","V732","V739","V740","V741","V743A","V743B","V743C","V743D","V743E","V743F","V744A","V744B","V744C","V744D","V744E","V745A","V745B","V745C","V745D","V746","D005","D101A","D101B","D101C","D101D","D101E","D101F","D101G","D101H","D101I","D101J","D102","D103A","D103B","D103C","D103D","D103E","D103F","D103G","D104","D105A","D105B","D105C","D105D","D105E","D105F","D105G","D105H","D105I","D105J","D105K","D105L","D105M","D105N","D106","D107","D108","D109","D110A","D110B","D110C","D110D","D110E","D110F","D110G","D110H","D111","D112","D112A","D113","D114"
"3722","    07710013 10","PH7",771,13,10,771,163793,10,2017,1414,43013,1,1992,1105,25,3,5,5,2,11,4,1,-93463,2,-74195,2,1,2,1,1,NA,1,5,6116,1,4,0,0,5,0,0,NA,NA,1,18,0,NA,NA,NA,NA,2,5,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3724","    07710021  6","PH7",771,21,6,771,163793,10,2017,1414,43012,2,1990,1082,27,3,5,5,2,11,4,2,-18542,3,6325,2,1,2,1,1,NA,1,3,6116,1,4,0,0,3,0,0,NA,NA,1,33,0,NA,NA,NA,NA,1,2,NA,1,NA,2,0,0,0,0,0,0,0,NA,NA,NA,359907,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3725","    07710021  9","PH7",771,21,9,771,163793,10,2017,1414,43012,9,1992,1113,25,3,5,5,2,11,4,2,-18542,3,6325,2,1,1,1,1,NA,1,7,6116,1,4,0,0,7,0,0,NA,NA,1,30,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3726","    07710024  1","PH7",771,24,1,771,163793,10,2017,1414,43012,9,1994,1137,23,2,5,5,1,7,2,1,-169976,1,-156425,2,1,1,2,1,NA,2,9,7512,1,8,0,0,9,0,0,NA,NA,3,31,0,NA,NA,NA,NA,2,1,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,NA,119969,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3727","    07720017  4","PH7",772,17,4,772,249784,8,2017,1412,42968,9,1993,1125,23,2,5,5,1,2,1,5,272908,5,319553,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9111,6,2,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,NA,NA,NA,182953,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,NA,0,1,0,1,1
"3728","    07720018  2","PH7",772,18,2,772,249784,8,2017,1412,42967,1,1987,1045,30,4,5,5,3,15,5,4,115820,5,150727,1,1,1,1,1,NA,3,12,8321,1,8,1,NA,12,4132,2,2,NA,5,31,2,1,2,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,1,182953,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3729","    07720023  3","PH7",772,23,3,772,249784,8,2017,1412,42965,6,1998,1182,19,1,5,5,2,11,4,1,-72657,2,-51833,2,1,1,1,1,NA,2,10,9312,1,9,0,0,10,0,0,NA,NA,3,23,0,NA,NA,NA,NA,2,1,NA,2,NA,2,1,1,0,0,0,0,0,NA,NA,NA,182953,1,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,2,0,0,2,0,1,2,2,2,0,2,0,NA,0,0,2,0,NA,NA,NA,1,1,0,95,1,0,NA,0,0,1,0,NA,1,0,NA,1,2
"3730","    07730011  2","PH7",773,11,2,773,278448,8,2017,1412,42970,1,1991,1093,26,3,5,5,2,8,3,2,-20947,3,3740,1,1,1,1,1,NA,1,7,6116,1,4,0,0,7,0,0,NA,NA,1,31,0,NA,NA,NA,NA,1,2,NA,1,NA,2,0,0,0,0,0,0,2,NA,NA,NA,203948,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3732","    07730014  1","PH7",773,14,1,773,278448,8,2017,1412,42971,2,1994,1130,23,2,5,5,2,11,4,2,-65725,2,-44384,1,1,1,2,1,NA,2,9,9212,1,4,1,NA,9,9121,9,2,NA,3,25,2,1,1,NA,1,1,1,NA,1,NA,1,0,0,0,1,0,0,0,NA,NA,1,203948,1,0,0,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,0,95,1,0,NA,0,0,0,0,NA,1,0,NA,1,2
"3733","    07730017  2","PH7",773,17,2,773,278448,8,2017,1412,42970,3,1986,1035,31,4,5,5,3,15,5,3,8409,3,35289,1,1,1,1,1,NA,3,15,3312,1,1,0,0,15,0,0,NA,NA,5,35,0,NA,NA,NA,NA,1,1,NA,2,NA,4,0,0,0,0,0,2,0,NA,NA,NA,203948,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2
"3735","    07730019  2","PH7",773,19,2,773,278448,8,2017,1412,42971,2,1990,1082,27,3,5,5,2,11,4,1,-132934,1,-116615,1,1,1,1,1,NA,3,12,9313,1,9,0,0,12,0,0,NA,NA,5,30,0,NA,NA,NA,NA,2,1,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,203948,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1
"3737","    07740006  2","PH7",774,6,2,774,191433,9,2017,1413,42988,2,1989,1070,28,3,5,5,1,5,1,1,-160775,1,-146536,2,1,2,1,1,NA,1,7,9312,1,9,0,0,7,0,0,NA,NA,1,30,0,NA,NA,NA,NA,2,1,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,140214,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3738","    07740008  3","PH7",774,8,3,774,191433,9,2017,1413,42988,3,1988,1059,29,3,5,5,2,11,4,3,7208,3,33998,2,1,1,1,1,NA,2,11,8321,1,8,0,0,11,0,0,NA,NA,3,31,0,NA,NA,NA,NA,1,6,NA,1,NA,1,0,0,0,0,0,0,0,NA,NA,NA,140214,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3739","    07740012  3","PH7",774,12,3,774,191433,9,2017,1413,42990,7,1977,931,40,6,5,5,2,11,4,2,-20931,3,3757,1,1,1,2,1,NA,2,11,3122,1,1,0,0,11,0,0,NA,NA,3,37,0,NA,NA,NA,NA,4,4,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3740","    07740014  7","PH7",774,14,7,774,191433,9,2017,1413,42989,11,1996,1163,20,2,5,5,2,11,4,3,25866,4,54051,2,1,1,2,1,NA,2,11,9312,1,9,0,0,11,0,0,NA,NA,3,21,0,NA,NA,NA,NA,4,6,NA,4,NA,2,0,0,0,0,0,0,0,NA,NA,NA,280427,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3741","    07740016  2","PH7",774,16,2,774,191433,9,2017,1413,42990,1,1995,1141,22,2,5,5,2,11,4,1,-116836,1,-99314,1,1,1,1,1,NA,2,11,6226,1,4,0,0,11,0,0,NA,NA,3,25,0,NA,NA,NA,NA,1,4,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,NA,140214,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3743","    07750001  2","PH7",775,1,2,775,913566,9,2017,1413,42983,12,2000,1212,16,1,5,5,1,7,2,1,-199070,1,-187692,2,1,1,1,1,NA,1,3,6113,1,4,0,0,3,0,0,NA,NA,1,29,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,8,0,0,0,2,0,NA,NA,NA,680305,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2
"3744","    07750002  2","PH7",775,2,2,775,913566,9,2017,1413,42983,1,1995,1141,22,2,5,5,3,13,5,1,-142819,1,-127239,2,1,1,1,1,NA,2,11,5223,2,7,0,0,11,0,0,NA,NA,3,26,0,NA,NA,NA,NA,2,2,NA,4,NA,2,0,8,0,0,0,2,0,NA,NA,NA,680305,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,NA
"3746","    07750016  2","PH7",775,16,2,775,913566,9,2017,1413,42983,6,1974,894,43,6,5,5,3,13,5,4,95842,5,129255,1,1,1,1,1,NA,2,11,9334,1,9,1,NA,11,1221,1,3,NA,3,47,2,1,4,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3747","    07750018  2","PH7",775,18,2,775,913566,9,2017,1413,42982,6,1996,1158,21,2,5,5,1,4,1,1,-116425,1,-98872,2,1,2,1,1,NA,2,11,9216,1,4,0,0,11,5311,7,1,NA,3,24,1,2,2,NA,1,2,2,NA,2,NA,4,0,0,0,0,0,0,0,NA,NA,2,680305,1,1,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1
"3749","    07760007  1","PH7",776,7,1,776,737018,8,2017,1412,42978,6,1994,1134,23,2,5,5,2,10,3,1,-111096,1,-93145,2,1,1,1,1,NA,2,10,6226,1,4,0,0,10,0,0,NA,NA,3,24,0,NA,NA,NA,NA,2,2,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,NA,548835,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,3,2,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3750","    07760012  2","PH7",776,12,2,776,737018,8,2017,1412,42978,10,1970,850,46,7,5,5,2,9,3,2,-24453,3,-27,1,1,1,1,1,NA,1,7,6226,1,4,0,0,7,5211,3,3,NA,1,45,1,2,NA,NA,0,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3751","    07760017  2","PH7",776,17,2,776,737018,8,2017,1412,42977,7,1973,883,44,6,5,5,3,15,5,3,48270,4,78129,1,1,1,1,1,NA,2,11,6226,1,4,1,NA,11,9621,9,3,NA,3,43,2,1,2,NA,1,2,2,NA,1,NA,2,0,0,0,0,0,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3752","    07760017  7","PH7",776,17,7,776,737018,8,2017,1412,42977,3,1997,1167,20,2,5,5,2,11,4,3,48270,4,78129,2,1,1,1,1,NA,3,15,9329,1,9,1,NA,15,2342,1,2,NA,5,23,2,1,2,NA,1,1,1,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,3,1097671,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3753","    07760021  6","PH7",776,21,6,776,737018,9,2017,1413,42979,12,1985,1032,31,4,5,5,3,15,5,5,122513,5,157920,2,1,1,1,1,NA,3,15,8111,1,8,1,NA,15,1221,1,3,NA,5,32,2,1,2,NA,1,1,2,NA,2,NA,4,0,0,0,0,0,2,2,NA,NA,1,1097671,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3755","    07760025  2","PH7",776,25,2,776,737018,8,2017,1412,42978,5,1988,1061,29,3,5,5,3,14,5,3,1499,3,27864,1,1,1,1,1,NA,3,15,8350,1,8,0,0,15,0,0,NA,NA,5,29,0,NA,NA,NA,NA,1,1,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,548835,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3756","    07770002  4","PH7",777,2,4,777,554865,10,2017,1414,43013,9,1995,1149,22,2,5,5,2,11,4,1,-150296,1,-135274,2,1,1,2,1,NA,1,3,7131,1,8,1,NA,3,1221,1,3,NA,1,27,2,2,1,NA,1,1,1,NA,1,NA,1,0,1,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3757","    07770003  2","PH7",777,3,2,777,554865,10,2017,1414,43011,5,1979,953,38,5,5,5,2,10,3,1,-187516,1,-175275,1,1,2,1,1,NA,1,3,6111,1,4,1,NA,3,9211,4,1,NA,1,41,2,2,NA,NA,0,1,4,NA,1,NA,2,0,0,0,0,0,2,2,NA,NA,NA,413192,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,NA,3,0,3,0,NA,NA,NA,1,1,1,8,1,1,NA,1,0,1,0,NA,1,0,NA,0,NA
"3758","    07770005  2","PH7",777,5,2,777,554865,10,2017,1414,43011,3,1990,1083,27,3,5,5,2,9,3,1,-137253,1,-121257,1,1,1,1,1,NA,1,1,6112,1,4,1,NA,1,6121,4,3,NA,1,33,2,1,2,NA,2,1,1,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,3,413192,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,2
"3760","    07770007  2","PH7",777,7,2,777,554865,10,2017,1414,43011,11,1996,1163,20,2,5,5,2,11,4,1,-81879,2,-61745,2,1,1,1,1,NA,2,8,6112,1,4,0,0,8,9213,4,1,NA,3,23,1,1,NA,NA,0,1,1,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,413192,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3761","    07770012  2","PH7",777,12,2,777,554865,10,2017,1414,43010,6,1994,1134,23,2,5,5,2,9,3,1,-139164,1,-123310,2,1,1,1,1,NA,2,9,6111,1,4,1,NA,9,6113,4,3,NA,3,26,2,1,1,NA,1,2,4,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,413192,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3762","    07770013  2","PH7",777,13,2,777,554865,10,2017,1414,43010,2,1977,926,40,6,5,5,1,2,1,1,-132952,1,-116634,1,1,1,1,1,NA,1,1,9213,1,4,0,0,1,0,0,NA,NA,1,48,0,NA,NA,NA,NA,4,2,NA,2,NA,4,0,0,0,0,0,0,0,NA,NA,NA,413192,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,3,0,0,0,0,0,1,3,0,0,0,0,3,NA,0,0,0,0,NA,NA,NA,1,1,0,9,0,0,NA,0,0,0,0,NA,0,0,NA,1,2
"3763","    07770019  2","PH7",777,19,2,777,554865,10,2017,1414,43012,9,1980,969,37,5,5,5,1,4,1,1,-201412,1,-190209,1,1,1,1,1,NA,1,7,6115,1,4,1,NA,7,9213,4,3,NA,1,46,2,1,NA,NA,0,1,1,NA,4,NA,1,0,0,0,0,0,2,0,NA,NA,NA,413192,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2
"3764","    07780004  2","PH7",778,4,2,778,1070497,8,2017,1412,42966,4,1988,1060,29,3,5,5,1,7,2,1,-112569,1,-94729,1,1,1,1,1,NA,2,9,7212,1,8,0,0,9,0,0,NA,NA,3,35,0,NA,NA,NA,NA,2,2,NA,1,NA,2,0,0,0,0,0,2,0,NA,NA,NA,797168,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3765","    07780006  2","PH7",778,6,2,778,1070497,8,2017,1412,42966,8,1986,1040,31,4,5,5,2,11,4,2,-18107,3,6793,1,1,1,1,1,NA,1,5,8322,1,8,1,NA,5,1420,1,3,NA,1,32,2,1,NA,NA,0,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,797168,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,0,2,0,0,NA,0,0,0,0,NA,0,0,NA,0,NA
"3766","    07780011  2","PH7",778,11,2,778,1070497,8,2017,1412,42966,8,1984,1016,33,4,5,5,1,7,2,1,-132536,1,-116187,1,1,1,1,1,NA,2,8,6226,1,4,0,0,8,0,0,NA,NA,3,34,0,NA,NA,NA,NA,2,1,NA,2,NA,2,0,0,0,0,0,2,2,NA,NA,NA,1594336,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3767","    07780014  3","PH7",778,14,3,778,1070497,8,2017,1412,42968,5,1990,1085,27,3,5,5,2,11,4,2,-27833,3,-3661,1,1,1,2,1,NA,2,9,9312,1,9,0,0,9,0,0,NA,NA,3,27,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,797168,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3768","    07780016  2","PH7",778,16,2,778,1070497,8,2017,1412,42968,2,1992,1106,25,3,5,5,1,7,2,2,-26543,3,-2274,1,1,1,1,1,NA,2,8,8341,1,8,0,0,8,0,0,NA,NA,3,27,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,797168,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3769","    07780023  2","PH7",778,23,2,778,1070497,8,2017,1412,42967,5,1981,977,36,5,5,5,1,7,2,1,-154509,1,-139801,1,1,1,1,1,NA,2,8,6226,1,4,1,NA,8,5249,7,3,NA,3,37,2,2,1,NA,1,2,2,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,2,797168,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3770","    07780025  2","PH7",778,25,2,778,1070497,8,2017,1412,42967,7,1992,1111,25,3,5,5,2,11,4,1,-91193,2,-71755,2,1,1,1,1,NA,2,11,9621,1,9,0,0,11,0,0,NA,NA,3,29,0,NA,NA,NA,NA,1,2,NA,4,NA,1,0,0,0,0,0,0,0,NA,NA,NA,797168,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3771","    07790004  2","PH7",779,4,2,779,728611,9,2017,1413,42994,12,1988,1068,28,3,5,5,2,11,4,1,-151107,1,-136146,1,1,1,1,1,NA,2,11,6113,1,4,1,NA,11,9520,9,3,NA,3,30,2,1,1,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,3,0,NA,NA,3,542575,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
"3772","    07790015  2","PH7",779,15,2,779,728611,9,2017,1413,42994,2,1986,1034,31,4,5,5,3,15,5,4,75386,4,107272,1,1,1,1,1,NA,3,15,6111,1,4,1,NA,15,2341,1,2,NA,5,36,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,3,542575,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3773","    07790017  2","PH7",779,17,2,779,728611,9,2017,1413,42994,5,1990,1085,27,3,5,5,2,9,3,2,-70888,2,-49933,1,1,2,1,1,NA,1,7,8322,1,8,0,0,7,0,0,NA,NA,1,28,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,1085150,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"3775","    07790023  2","PH7",779,23,2,779,728611,9,2017,1413,42994,10,1996,1162,20,2,5,5,2,10,3,1,-173323,1,-160022,1,1,1,1,1,NA,2,8,9211,1,4,0,0,8,0,0,NA,NA,3,24,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,542575,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"3776","    07790025  2","PH7",779,25,2,779,728611,9,2017,1413,42993,12,1977,936,39,5,5,5,1,4,1,2,-38956,3,-15614,1,1,1,1,1,NA,2,9,6115,1,4,1,NA,9,1420,1,3,NA,3,44,2,1,1,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777","    07800006  7","PH7",780,6,7,780,1062090,10,2017,1414,43015,11,1993,1127,23,2,5,5,1,5,1,1,-141511,1,-125833,2,1,2,1,1,NA,2,9,9621,1,9,1,NA,9,5221,7,2,NA,3,22,2,2,4,NA,1,1,1,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
